band_pp,date,one_way_turnover,deviation_at_trigger
10.0,2020-07-23,0.20084943621665163,-0.18333333333333346
10.0,2020-07-29,0.17885119045333,-0.18333333333333346
10.0,2020-08-04,0.1917196400953681,-0.18333333333333346
10.0,2020-08-10,0.18519932287669474,-0.18333333333333346
10.0,2020-08-14,0.17271181795981608,-0.18333333333333346
10.0,2020-08-21,0.17035455790666718,-0.18333333333333346
10.0,2020-08-27,0.17094517909715673,-0.18333333333333346
10.0,2020-09-02,0.18628689262835302,-0.18333333333333346
10.0,2020-09-08,0.1926441131549941,-0.18333333333333346
10.0,2020-09-14,0.17245589741929754,-0.18333333333333346
10.0,2020-09-18,0.17719912733109586,-0.18333333333333346
10.0,2020-09-24,0.1778336192730135,-0.18333333333333346
10.0,2020-10-05,0.1857014262684485,-0.18333333333333346
10.0,2020-10-12,0.19097495142442955,-0.18333333333333346
10.0,2020-10-16,0.18947030542253745,-0.18333333333333346
10.0,2020-10-22,0.18222158232607502,-0.18333333333333346
10.0,2020-10-28,0.1929330851475806,-0.18333333333333346
10.0,2020-11-03,0.18108194054351068,-0.18333333333333346
10.0,2020-11-09,0.18657227959512737,-0.18333333333333346
10.0,2020-11-13,0.18434471269143182,-0.18333333333333346
10.0,2020-11-19,0.18771075865049663,-0.18333333333333346
10.0,2020-11-25,0.18002918152762995,-0.18333333333333346
10.0,2020-12-01,0.18296751196212485,-0.18333333333333346
10.0,2020-12-07,0.17476422065602995,-0.18333333333333346
10.0,2020-12-11,0.1944569435901227,-0.18333333333333346
10.0,2020-12-18,0.18913848661434757,-0.18333333333333335
10.0,2020-12-24,0.1693615142963721,-0.18333333333333335
10.0,2021-01-04,0.17205374267252938,-0.18333333333333335
10.0,2021-01-08,0.1678720564782906,-0.18333333333333335
10.0,2021-01-14,0.1869536631211007,-0.18333333333333335
10.0,2021-01-20,0.18281523650872145,-0.18333333333333335
10.0,2021-01-26,0.18676391603836034,-0.18333333333333335
10.0,2021-02-01,0.1869117147886215,-0.18333333333333335
10.0,2021-02-05,0.18021679788050018,-0.18333333333333335
10.0,2021-02-15,0.18967131885724345,-0.18333333333333335
10.0,2021-02-19,0.2098482416376661,-0.18333333333333335
10.0,2021-02-25,0.16742630973520373,-0.18333333333333335
10.0,2021-03-05,0.18683747636821066,-0.18333333333333335
10.0,2021-03-11,0.1941544296067248,-0.18333333333333335
10.0,2021-03-17,0.17937545282001768,-0.18333333333333335
10.0,2021-03-23,0.18194408596795075,-0.18333333333333335
10.0,2021-03-29,0.18270551131255916,-0.18333333333333335
10.0,2021-04-02,0.19024764639994085,-0.18333333333333335
10.0,2021-04-08,0.19211715342366079,-0.18333333333333335
10.0,2021-04-14,0.17415388179672747,-0.18333333333333335
10.0,2021-04-20,0.19224811333245057,-0.18333333333333335
10.0,2021-04-26,0.20855491583557687,-0.18333333333333335
10.0,2021-04-30,0.18235010173613303,-0.18333333333333335
10.0,2021-05-07,0.18103320261685985,-0.18333333333333335
10.0,2021-05-13,0.18416787567216975,-0.18333333333333335
10.0,2021-05-20,0.18910753780876982,-0.18333333333333335
10.0,2021-05-26,0.1748405311031879,-0.18333333333333335
10.0,2021-06-01,0.17219246112363118,-0.18333333333333335
10.0,2021-06-07,0.18048146237739318,-0.18333333333333335
10.0,2021-06-11,0.18122273941265724,-0.18333333333333335
10.0,2021-06-18,0.19016792478743266,-0.18333333333333335
10.0,2021-06-24,0.17709878651466499,-0.18333333333333335
10.0,2021-06-30,0.19102348006470954,-0.18333333333333335
10.0,2021-07-06,0.17479134365635,-0.18333333333333335
10.0,2021-07-12,0.18302862866847852,-0.18333333333333335
10.0,2021-07-16,0.18703070109760114,-0.18333333333333335
10.0,2021-07-22,0.19131852023299775,-0.18333333333333335
10.0,2021-07-28,0.1853428627652599,-0.18333333333333335
10.0,2021-08-03,0.17723289088420413,-0.18333333333333335
10.0,2021-08-09,0.18940919740588302,-0.18333333333333335
10.0,2021-08-13,0.18592347123286376,-0.18333333333333335
10.0,2021-08-20,0.1759984814921307,-0.18333333333333335
10.0,2021-08-26,0.18878580984501017,-0.18333333333333335
10.0,2021-09-01,0.17445822775235428,-0.18333333333333335
10.0,2021-09-07,0.17805053188746073,-0.18333333333333335
10.0,2021-09-13,0.1771317497580582,-0.18333333333333335
10.0,2021-09-17,0.18562637083368078,-0.18333333333333335
10.0,2021-09-28,0.18393800107520752,-0.18333333333333335
10.0,2021-10-05,0.17634629226343887,-0.18333333333333335
10.0,2021-10-12,0.17644825650455848,-0.18333333333333335
10.0,2021-10-18,0.1926319066781711,-0.18333333333333335
10.0,2021-10-22,0.18432261935538963,-0.18333333333333335
10.0,2021-10-28,0.1853310186584268,-0.18333333333333335
10.0,2021-11-04,0.18454087501266148,-0.18333333333333335
10.0,2021-11-10,0.1770336894958588,-0.18333333333333335
10.0,2021-11-16,0.19296005461404003,-0.18333333333333335
10.0,2021-11-22,0.18710506474095434,-0.18333333333333335
10.0,2021-11-26,0.17908219700727115,-0.18333333333333335
10.0,2021-12-02,0.19605916785894523,-0.18333333333333335
10.0,2021-12-08,0.17232464758046045,-0.18333333333333335
10.0,2021-12-17,0.1755153513146169,-0.18333333333333335
10.0,2021-12-23,0.179710163203065,-0.18333333333333335
10.0,2021-12-29,0.1868181159256572,-0.18333333333333335
10.0,2022-01-06,0.17517775430212043,-0.18333333333333335
10.0,2022-01-12,0.17886382584904797,-0.18333333333333335
10.0,2022-01-18,0.1821909011174845,-0.18333333333333335
10.0,2022-01-24,0.1862930646260512,-0.18333333333333335
10.0,2022-01-28,0.1853883759877161,-0.18333333333333335
10.0,2022-02-08,0.17618419929537693,-0.18333333333333335
10.0,2022-02-14,0.16184278663749815,-0.18333333333333335
10.0,2022-02-18,0.18421509232189479,-0.18333333333333335
10.0,2022-02-24,0.1909214119019668,-0.18333333333333335
10.0,2022-03-03,0.18087073961631173,-0.18333333333333335
10.0,2022-03-10,0.18214619271961635,-0.18333333333333335
10.0,2022-03-16,0.17938399210436254,-0.18333333333333335
10.0,2022-03-22,0.18475055848710167,-0.18333333333333335
10.0,2022-03-28,0.193430485710049,-0.18333333333333335
10.0,2022-04-01,0.1912337828320939,-0.18333333333333335
10.0,2022-04-07,0.18173393336449348,-0.18333333333333335
10.0,2022-04-13,0.17920900936270268,-0.18333333333333335
10.0,2022-04-19,0.17893211772156442,-0.18333333333333335
10.0,2022-04-25,0.17649217232264322,-0.18333333333333335
10.0,2022-04-29,0.17248724921132708,-0.18333333333333335
10.0,2022-05-06,0.1792835874133614,-0.18333333333333335
10.0,2022-05-12,0.18020975271963718,-0.18333333333333335
10.0,2022-05-18,0.18876199933796756,-0.18333333333333335
10.0,2022-05-24,0.18757078768972824,-0.18333333333333335
10.0,2022-05-30,0.17767005296336022,-0.18333333333333335
10.0,2022-06-08,0.18236056482732615,-0.18333333333333335
10.0,2022-06-17,0.18588280192691076,-0.18333333333333335
10.0,2022-06-23,0.17232022064663316,-0.18333333333333335
10.0,2022-06-29,0.18861071719860514,-0.18333333333333335
10.0,2022-07-06,0.18277392481731938,-0.18333333333333335
10.0,2022-07-12,0.1948246346099638,-0.18333333333333335
10.0,2022-07-18,0.16266959141298581,-0.18333333333333335
10.0,2022-07-22,0.19687788666744527,-0.18333333333333335
10.0,2022-07-28,0.18177293007572165,-0.18333333333333335
10.0,2022-08-04,0.18505672220137592,-0.18333333333333335
10.0,2022-08-10,0.17461446181751702,-0.18333333333333335
10.0,2022-08-17,0.18022855379830371,-0.18333333333333335
10.0,2022-08-23,0.18098437952071678,-0.18333333333333335
10.0,2022-08-29,0.17708392022352357,-0.18333333333333335
10.0,2022-09-02,0.18890647765101637,-0.18333333333333335
10.0,2022-09-08,0.19079666781869753,-0.18333333333333335
10.0,2022-09-16,0.19213769747454187,-0.18333333333333335
10.0,2022-09-22,0.1835427045324869,-0.18333333333333335
10.0,2022-09-28,0.17774481324071054,-0.18333333333333335
10.0,2022-10-05,0.19038328489051315,-0.18333333333333335
10.0,2022-10-12,0.17526824257584575,-0.18333333333333335
10.0,2022-10-18,0.18259123812163108,-0.18333333333333335
10.0,2022-10-24,0.19089325266600582,-0.18333333333333335
10.0,2022-10-28,0.19191515001625992,-0.18333333333333335
10.0,2022-11-04,0.18179257059954798,-0.18333333333333335
10.0,2022-11-10,0.1803653148681851,-0.18333333333333335
10.0,2022-11-16,0.19160249163528212,-0.18333333333333335
10.0,2022-11-22,0.18528822073957826,-0.18333333333333335
10.0,2022-11-28,0.18640574319020992,-0.18333333333333335
10.0,2022-12-02,0.1865451188983077,-0.18333333333333335
10.0,2022-12-08,0.18106339778368147,-0.18333333333333335
10.0,2022-12-16,0.18732653880493927,-0.18333333333333346
10.0,2022-12-22,0.18288304402010547,-0.18333333333333346
10.0,2022-12-28,0.1826865062911847,-0.18333333333333346
10.0,2023-01-05,0.18069741305022285,-0.18333333333333346
10.0,2023-01-11,0.1880582114658678,-0.18333333333333346
10.0,2023-01-17,0.18427072849919163,-0.18333333333333346
10.0,2023-01-25,0.17942226756791227,-0.18333333333333346
10.0,2023-01-31,0.19960522764770905,-0.18333333333333346
10.0,2023-02-06,0.19938376256901374,-0.18333333333333346
10.0,2023-02-10,0.19013035694668973,-0.18333333333333346
10.0,2023-02-16,0.18644927028461214,-0.18333333333333346
10.0,2023-02-22,0.19303214975241875,-0.18333333333333346
10.0,2023-02-28,0.18813327517859893,-0.18333333333333346
10.0,2023-03-07,0.19020284629922282,-0.18333333333333346
10.0,2023-03-13,0.17519444703173656,-0.18333333333333346
10.0,2023-03-17,0.20026350758084213,-0.18333333333333346
10.0,2023-03-23,0.18166788620761973,-0.18333333333333346
10.0,2023-03-29,0.18472393204561996,-0.18333333333333346
10.0,2023-04-04,0.17125147006728164,-0.18333333333333346
10.0,2023-04-10,0.1727441144918711,-0.18333333333333346
10.0,2023-04-14,0.1809078955936266,-0.18333333333333346
10.0,2023-04-20,0.19625943751258104,-0.18333333333333346
10.0,2023-04-26,0.19840065121489497,-0.18333333333333346
10.0,2023-05-03,0.21059835843727448,-0.18333333333333346
10.0,2023-05-10,0.18259649803747452,-0.18333333333333346
10.0,2023-05-16,0.17122846586872234,-0.18333333333333346
10.0,2023-05-22,0.220181520340427,-0.18333333333333346
10.0,2023-05-26,0.17293443927828792,-0.18333333333333346
10.0,2023-06-02,0.17321723452179877,-0.18333333333333346
10.0,2023-06-09,0.18814243212658813,-0.18333333333333346
10.0,2023-06-16,0.20580865324233455,-0.18333333333333346
10.0,2023-06-22,0.17189147477963135,-0.18333333333333346
10.0,2023-06-28,0.1758859356626065,-0.18333333333333346
10.0,2023-07-04,0.189290803590825,-0.18333333333333346
10.0,2023-07-10,0.18744926322376354,-0.18333333333333346
10.0,2023-07-14,0.26944674630879695,-0.18333333333333346
10.0,2023-07-20,0.16913436549417366,-0.18333333333333346
10.0,2023-07-26,0.16881513230126813,-0.18333333333333346
10.0,2023-08-01,0.21335013398006272,-0.18333333333333346
10.0,2023-08-07,0.1724801182808434,-0.18333333333333346
10.0,2023-08-11,0.19390410137340228,-0.18333333333333346
10.0,2023-08-18,0.22488877060511767,-0.18333333333333346
10.0,2023-08-24,0.1754215662580443,-0.18333333333333346
10.0,2023-08-30,0.18785398818926338,-0.18333333333333346
10.0,2023-09-06,0.18346701767023266,-0.18333333333333346
10.0,2023-09-12,0.17435565322075752,-0.18333333333333346
10.0,2023-09-18,0.1737524095950594,-0.18333333333333346
10.0,2023-09-22,0.18572904292155726,-0.18333333333333346
10.0,2023-10-04,0.20111099175585784,-0.18333333333333346
10.0,2023-10-11,0.1740200856291769,-0.18333333333333346
10.0,2023-10-17,0.1825521636747642,-0.18333333333333346
10.0,2023-10-23,0.1738306742764973,-0.18333333333333346
10.0,2023-10-27,0.18320226600841755,-0.18333333333333346
10.0,2023-11-02,0.19032949966744186,-0.18333333333333346
10.0,2023-11-08,0.19822509903819674,-0.18333333333333346
10.0,2023-11-14,0.15968920503258216,-0.18333333333333346
10.0,2023-11-20,0.18281479371617632,-0.18333333333333346
10.0,2023-11-24,0.18458620413019647,-0.18333333333333346
10.0,2023-11-30,0.18819582771077137,-0.18333333333333346
10.0,2023-12-06,0.18228138488083237,-0.18333333333333346
10.0,2023-12-12,0.1737992774967396,-0.18333333333333346
10.0,2023-12-22,0.1812512091008984,-0.18333333333333346
10.0,2024-01-02,0.17699140875305114,-0.18333333333333346
10.0,2024-01-08,0.1803953059207661,-0.18333333333333346
10.0,2024-01-12,0.1786033390277167,-0.18333333333333346
10.0,2024-01-18,0.19567098051000853,-0.18333333333333346
10.0,2024-01-24,0.191584899304637,-0.18333333333333346
10.0,2024-01-30,0.18425424469177926,-0.18333333333333346
10.0,2024-02-06,0.18788818380275435,-0.18333333333333346
10.0,2024-02-14,0.1803540010428633,-0.18333333333333346
10.0,2024-02-20,0.1778241216791441,-0.18333333333333346
10.0,2024-02-26,0.18380044610064258,-0.18333333333333346
10.0,2024-03-04,0.1876517383369654,-0.18333333333333346
10.0,2024-03-08,0.1738868088768194,-0.18333333333333346
10.0,2024-03-14,0.18617889199474735,-0.18333333333333346
10.0,2024-03-20,0.1704053622659378,-0.18333333333333346
10.0,2024-03-26,0.21879772464795436,-0.18333333333333346
10.0,2024-04-01,0.19061034951566488,-0.18333333333333346
10.0,2024-04-05,0.16624321366654568,-0.18333333333333346
10.0,2024-04-12,0.20083168375262553,-0.18333333333333346
10.0,2024-04-18,0.1855252623022872,-0.18333333333333346
10.0,2024-04-24,0.20032639913649963,-0.18333333333333346
10.0,2024-04-30,0.18083931364045913,-0.18333333333333346
10.0,2024-05-08,0.19291178748919072,-0.18333333333333346
10.0,2024-05-14,0.18554614118370333,-0.18333333333333346
10.0,2024-05-21,0.18116448863574075,-0.18333333333333346
10.0,2024-05-27,0.19276091369707798,-0.18333333333333346
10.0,2024-05-31,0.1832906595481603,-0.18333333333333346
10.0,2024-06-07,0.18442592282680215,-0.18333333333333346
10.0,2024-06-13,0.21212165999340066,-0.18333333333333346
10.0,2024-06-21,0.12009270841922595,-0.12801799507302103
10.0,2024-06-27,0.16386097744999578,-0.17000000000000004
10.0,2024-07-04,0.16546351282778957,-0.17000000000000004
10.0,2024-07-10,0.16896964299619,-0.17000000000000004
10.0,2024-07-16,0.17086765080508254,-0.16999999999999993
10.0,2024-07-22,0.1743846594535395,-0.17000000000000004
10.0,2024-07-26,0.1705961879095111,-0.17000000000000004
10.0,2024-08-01,0.16997074391774666,-0.17000000000000004
10.0,2024-08-07,0.1686605394245987,-0.17000000000000004
10.0,2024-08-13,0.16727352520293265,-0.1700000000000001
10.0,2024-08-20,0.16928257126330376,-0.17000000000000004
10.0,2024-08-26,0.17535196758437482,-0.1700000000000001
10.0,2024-08-30,0.16495100438387555,-0.1700000000000001
10.0,2024-09-05,0.16211156110689146,-0.17000000000000004
10.0,2024-09-11,0.21272959540664843,-0.17000000000000004
10.0,2024-09-20,0.17949282008180173,-0.17000000000000004
10.0,2024-09-26,0.16877891582240373,-0.17000000000000004
10.0,2024-10-04,0.16895160501691436,-0.17000000000000004
10.0,2024-10-11,0.16546406101963143,-0.17000000000000004
10.0,2024-10-17,0.17525690595680413,-0.17000000000000004
10.0,2024-10-23,0.16264619903322455,-0.17000000000000004
10.0,2024-10-29,0.1583377978636505,-0.16999999999999993
10.0,2024-11-04,0.17067563108010778,-0.17000000000000004
10.0,2024-11-08,0.1654021842752731,-0.17000000000000004
10.0,2024-11-14,0.1715644064964187,-0.17000000000000004
10.0,2024-11-20,0.17359211491626944,-0.17000000000000004
10.0,2024-11-26,0.16983768998921311,-0.17000000000000004
10.0,2024-12-02,0.16121570297268173,-0.17000000000000004
10.0,2024-12-06,0.1625637728712553,-0.17000000000000004
10.0,2024-12-12,0.19006417234001016,-0.17000000000000004
10.0,2024-12-20,0.12069631601513567,-0.12246600508131256
10.0,2024-12-27,0.16149360498594967,-0.17000000000000004
10.0,2025-01-07,0.18594638088916537,-0.17000000000000004
10.0,2025-01-13,0.1693496042468109,-0.17000000000000015
10.0,2025-01-17,0.18362552972898316,-0.17000000000000004
10.0,2025-01-23,0.17690683125469564,-0.17000000000000004
10.0,2025-02-04,0.1508968334989853,-0.17000000000000004
10.0,2025-02-10,0.18007546526962853,-0.17000000000000004
10.0,2025-02-14,0.1704764928577732,-0.17000000000000004
10.0,2025-02-20,0.16511770249991964,-0.17000000000000004
10.0,2025-02-26,0.17413948056089515,-0.17000000000000004
10.0,2025-03-05,0.16561047797562395,-0.17000000000000004
10.0,2025-03-11,0.1837835085310099,-0.16999999999999993
10.0,2025-03-17,0.1568491373221763,-0.17000000000000004
10.0,2025-03-21,0.15580218534431892,-0.17000000000000004
10.0,2025-03-27,0.15718656177883528,-0.17000000000000004
10.0,2025-04-02,0.1677398362755077,-0.17000000000000004
10.0,2025-04-08,0.1599403076529262,-0.17000000000000004
10.0,2025-04-14,0.18902992547606623,-0.17000000000000004
10.0,2025-04-18,0.18294484398556055,-0.17000000000000004
10.0,2025-04-24,0.17924266163849512,-0.17000000000000004
10.0,2025-04-30,0.17441543694145184,-0.17000000000000004
10.0,2025-05-09,0.17194552011346234,-0.17000000000000004
10.0,2025-05-15,0.174133946972575,-0.17000000000000004
10.0,2025-05-21,0.1758124194395985,-0.17000000000000004
10.0,2025-05-27,0.18818795939720948,-0.17000000000000004
10.0,2025-06-02,0.15907217049358013,-0.17000000000000004
10.0,2025-06-10,0.16727214019265904,-0.17000000000000004
10.0,2025-06-20,0.10655561263991961,-0.1047104069427609
10.0,2025-06-26,0.15069157724881932,-0.14000000000000012
10.0,2025-07-02,0.12631393586556994,-0.14000000000000012
10.0,2025-07-08,0.13954445686817327,-0.14000000000000012
10.0,2025-07-14,0.1207952653219899,-0.14000000000000012
10.0,2025-07-18,0.13991615721440384,-0.14000000000000012
10.0,2025-07-24,0.13325921913785316,-0.14000000000000012
10.0,2025-07-30,0.13581424831798045,-0.14000000000000012
10.0,2025-08-06,0.14878391934644203,-0.14000000000000012
10.0,2025-08-12,0.13966349779260667,-0.14000000000000012
10.0,2025-08-19,0.13899924279262235,-0.14
10.0,2025-08-25,0.14673361285873857,-0.14000000000000012
10.0,2025-08-29,0.1386314694996498,-0.14000000000000012
10.0,2025-09-04,0.14294178892475753,-0.14000000000000012
10.0,2025-09-10,0.13347550073907088,-0.14000000000000012
10.0,2025-09-16,0.14626821859108444,-0.14000000000000012
10.0,2025-09-22,0.1456914414065143,-0.14000000000000012
10.0,2025-09-26,0.14024304024037443,-0.14000000000000012
10.0,2025-10-02,0.12984640400854644,-0.14000000000000012
10.0,2025-10-15,0.14657023357369653,-0.14000000000000018
10.0,2025-10-21,0.14029705740778456,-0.14000000000000012
10.0,2025-10-27,0.12790344312534344,-0.14000000000000018
10.0,2025-10-31,0.1357491398913197,-0.14000000000000012
10.0,2025-11-06,0.1333625545045199,-0.14000000000000012
10.0,2025-11-12,0.13209529041492285,-0.14000000000000012
10.0,2025-11-18,0.13069188093539702,-0.14000000000000012
10.0,2025-11-24,0.13901447757905896,-0.14000000000000012
10.0,2025-11-28,0.14255801643896554,-0.14000000000000012
10.0,2025-12-04,0.13327155090773266,-0.14000000000000018
10.0,2025-12-10,0.13208156705376292,-0.14000000000000012
10.0,2025-12-19,0.13535816346718701,-0.14000000000000018
10.0,2025-12-26,0.1360756511821089,-0.14
10.0,2026-01-05,0.16552033297842333,-0.14000000000000012
10.0,2026-01-09,0.1301303115715018,-0.14000000000000012
10.0,2026-01-15,0.13980493393426977,-0.14000000000000012
10.0,2026-01-21,0.1229553251135371,-0.14000000000000012
10.0,2026-01-27,0.1456115877704985,-0.14000000000000012
10.0,2026-02-02,0.13301001441165405,-0.14000000000000012
10.0,2026-02-06,0.14333483304016148,-0.14000000000000012
10.0,2026-02-12,0.1364996587159864,-0.14000000000000012
10.0,2026-02-23,0.12682927150896997,-0.14000000000000012
10.0,2026-02-27,0.19582822841556224,-0.14
10.0,2026-03-06,0.18715380874520327,-0.14000000000000012
10.0,2026-03-12,0.1316993479468853,-0.14000000000000012
10.0,2026-03-18,0.12044530105886189,-0.14
10.0,2026-03-24,0.13361032367142986,-0.14000000000000012
10.0,2026-03-30,0.13357814488112332,-0.14000000000000018
10.0,2026-04-06,0.12048178872489755,-0.14000000000000012
10.0,2026-04-10,0.15029600527989523,-0.14000000000000012
10.0,2026-04-16,0.136493960334306,-0.14000000000000012
10.0,2026-04-22,0.13860184819910604,-0.14000000000000012
10.0,2026-04-28,0.15866147461838317,-0.14000000000000012
10.0,2026-05-06,0.10791637048431538,-0.14000000000000012
10.0,2026-05-12,0.11069871988200702,-0.14000000000000024
10.0,2026-05-18,0.10886925649249579,-0.14000000000000012
10.0,2026-05-22,0.14645454339852598,-0.14000000000000012
10.0,2026-05-29,0.1043136233847364,-0.14000000000000012
10.0,2026-06-05,0.18243875672449256,-0.14000000000000012
10.0,2026-06-11,0.16477333450675657,-0.14000000000000012
